GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
150590       2   99748185   99769450     42       5  161405     -0.47294      0.68187
51601        2   99761418   99781120     60       7  161405     -0.45201      0.67437
129531       2   99784226   99807524     51       7  161405     -0.27612      0.60877
51263        2   99787542   99817520     70       9  161405     -0.27159      0.60703
254773       2   99857209   99881570     52      11  161405     -0.84239      0.80022
129530       2   99899201   99931205     73      10  161405     -0.93725      0.82569
10190        2   99933987   99967155     71      11  161405     -0.20323      0.58052
9669         2   99943821  100018228    171      17  161405     -0.27975      0.61017
51455        2  100015438  100116480    215      16  161405     -0.13022       0.5518
3899         2  100160826  100769037   1183      50  161405       2.1371     0.016295
164832       2  100888253  100949195    213      11  161405    -0.032049      0.51278
9486         2  101006822  101044130     89      13  161405      0.16193      0.43568
129521       2  101076944  101101242    138       9  161405      0.73849      0.23011
79031        2  101169418  101194701     61       9  161405      0.44719      0.32737
4862         2  101426613  101614789    549      59  161405       3.6782   0.00011746
6160         2  101608691  101637655     69       9  161405       1.6796     0.046516
11138        2  101622190  101777858    389      25  161405       1.9057     0.028344
55571        2  101859345  101888278     48      11  161405       2.3236     0.010074
284996       2  101886181  101935178     85      16  161405       1.9742      0.02418
200407       2  101963316  102013965    123      13  161405       1.1741      0.12018
731220       2  102012323  102101165    326      16  161405      0.57525      0.28256
9448         2  102304165  102512652    317      20  161405     -0.75913      0.77611
7850         2  102598306  102646385    154      12  161405     -0.23522      0.59298
3554         2  102676836  102797834    363      33  161405       2.4857    0.0064648
8808         2  102793433  102857962    242      15  161405     0.015162      0.49395
9173         2  102917962  102969997    194      15  161405       1.2005      0.11497
8809         2  102969093  103016730    177      14  161405      0.51494       0.3033
8807         2  103025254  103070525    174      14  161405      0.57988        0.281
389015       2  103079173  103151933    302      17  161405      0.72871      0.23309
6549         2  103226166  103329309    253      29  161405       1.4662     0.071299
84804        2  103329589  103363341     60       9  161405       3.8285   6.4468e-05
130827       2  103368490  103452448    182      15  161405       2.8676    0.0020682
5455         2  105461969  105474971     15       6  161405     -0.55055      0.70903
64965        2  105644483  105717918    238       9  161405      -1.1758      0.88016
11250        2  105829595  105861585     69      11  161405        1.863     0.031229
9392         2  105864361  105956148    265      26  161405       2.7297    0.0031698
79074        2  105943714  105978014    106      15  161405       2.2023     0.013822
2274         2  105975772  106065230    286      46  161405       1.2051      0.11409
8440         2  106351520  106512230    540      26  161405        1.222      0.11086
84417        2  106672113  106696111     93      20  161405      0.69373      0.24392
80146        2  106708259  106820795    278      24  161405      0.86861      0.19253
402096       2  106951022  106992982    106      20  161405     -0.44006      0.67005
653489       2  107019636  107094801     24      10  161405       1.1497      0.12513
84620        2  107416556  107513563    299      21  161405       2.4542    0.0070603
285190       2  108433388  108510500     24       4  161405         2.16     0.015387
60482        2  108592979  108632163    100      24  161405       3.8754   5.3218e-05
442038       2  108853651  108883307     85      11  161405     -0.65323       0.7432
6819         2  108895095  108927871     86      18  161405      0.52325       0.3004
27233        2  108984413  109005796     45      10  161405     -0.30338       0.6192
9648         2  109055577  109127354    213      17  161405      0.17292      0.43136
3987         2  109140811  109305202    436      22  161405     -0.13779       0.5548
5903         2  109325902  109403767     84       6  161405       1.9283     0.026906
165055       2  109393208  109494547    175      15  161405       1.8077     0.035328
10913        2  109509427  109615828    266      29  161405       1.3938     0.081682
151011       2  110298872  110381783    201      21  161405       2.4832    0.0065109
65124        2  110361911  110378064     36       7  161405       2.4612    0.0069235
7851         2  110839947  110884143     55      12  161405       2.3121     0.010387
4867         2  110879413  110972639    140      10  161405       2.0251     0.021428
699          2  111393775  111445684     53       7  161405       1.0615      0.14422
55289        2  111480150  111877299   1060      60  161405       1.3361     0.090751
10018        2  111868491  111927522    113      13  161405      0.98579      0.16212
101927260    2  112002303  112016256     33       9  161405       -1.474      0.92976
64682        2  112523714  112651765    207      22  161405       1.9374      0.02635
10461        2  112646056  112798793    505      18  161405       2.4288    0.0075753
84910        2  112802800  112878395    197      27  161405       1.8752     0.030384
129804       2  112885962  112947293    153      25  161405      0.96326      0.16771
84524        2  112971939  113022664     67      11  161405       2.1839     0.014484
376940       2  113023178  113099140    142      11  161405       0.9027      0.18334
