# ALPHA = 0.05
# NUMBER_OF_TESTS = 121

# _SET1_  VARIABLE = FC_ExN_2_GO:0006836~neurotransmitter (set)
# _SET1_  NGENES = 38
# _SET1_  P-VALUE = 5.21852e-05
_SET1_   GENE     CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET4_   65078        22   20227438   20265816     65      17  161405      -1.2421      0.61444   -4.4409e-16      -1.2421
_SET4_   706          22   43537520   43560748     51       9  161405      -0.4257      0.31738   -3.8858e-16      -0.4257
_SET4_   23542        22   51029131   51051479     94      16  161405       2.2922   0.00066075   -4.4409e-16       2.2922

# _SET5_  VARIABLE = FC_ExN_2_GO:0031175~neuron (set)
# _SET5_  NGENES = 127
# _SET5_  P-VALUE = 9.7668e-06
_SET5_   GENE        CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET5_   1855          1    1269158    1294509     70      11  161405      0.51033      0.11893   -3.3307e-16      0.51033
_SET5_   5590          1    1971909    2118334    406      31  161405       1.7835    0.0014011   -4.4409e-16       1.7835
_SET5_   374946        1   11741781   11781836    117      24  161405     0.079578      0.14489    -3.747e-16     0.079578
_SET5_   23154         1   36013311   36033880     22       5  161405       2.3549    0.0017194   -4.4409e-16       2.3549
_SET5_   100132074     1   41817328   41850763     85      19  161405       2.9209   5.1313e-05   -4.4409e-16       2.9209
_SET5_   5792          1   43981708   44090843    256      15  161405       5.2723   1.2509e-10             0       5.2723
_SET5_   9048          1   44388992   44404412     37       6  161405       3.1125   4.7033e-05   -4.4409e-16       3.1125
_SET5_   1600          1   57458953   58726211   3504     201  161405     -0.63967     0.017081   -3.3307e-16     -0.63967
_SET5_   163404        1   99354301   99480449    470      44  161405      0.81464     0.020936   -3.3307e-16      0.81464
_SET5_   9890          1   99719848   99776640    149      20  161405      -1.3888      0.66937   -4.4409e-16      -1.3888
_SET5_   57463         1  110047946  110062336     44       8  161405      -1.2123      0.63109   -4.4409e-16      -1.2123
_SET5_   10500         1  151102661  151129146     58      11  161405       2.1204    0.0014467   -4.4409e-16       2.1204
_SET5_   1141          1  154530257  154553854     42      13  161405       2.5194   0.00040176   -4.4409e-16       2.5194
_SET5_   64218         1  156107145  156149042     75      15  161405     0.032243      0.16768    -3.747e-16     0.032243
_SET5_   26052         1  171800618  172389106   1326      64  161405      0.62649    0.0035871   -3.3307e-16      0.62649
_SET5_   7042          1  218508676  218619461    219      38  161405      0.73935     0.040047   -3.3307e-16      0.73935
_SET5_   440730        1  231288674  231358814    220      34  161405       1.0519     0.021918   -4.4409e-16       1.0519
_SET5_   285016        2     278061     299002     38       7  161405      0.67406     0.061037   -3.3307e-16      0.67406
_SET5_   57498         2    8863795    8987755    220      27  161405      0.32504     0.087632   -3.8858e-16      0.32504
_SET5_   2281          2   24262584   24288051     50       9  161405      0.25779      0.13295   -3.8858e-16      0.25779
_SET5_   7349          2   27528765   27541130     13       6  161405       1.6379    0.0080412   -4.4409e-16       1.6379
_SET5_   6711          2   54673454   54900083    633      26  161405       1.8791   0.00050177   -4.4409e-16       1.8791
_SET5_   2016          2   73134604   73163520     39      11  161405       3.3247   1.2657e-05   -4.4409e-16       3.3247
_SET5_   1496          2   79730060   80877493   3207     224  161405      0.59813   0.00037723   -3.3307e-16      0.59813
_SET5_   54910         2   97523973   97546680     18       6  161405       1.7054    0.0055889   -4.4409e-16       1.7054
_SET5_   8440          2  106351520  106512230    540      26  161405       -0.105      0.11086    -3.747e-16       -0.105
_SET5_   57624         2  226254426  226520234    455      38  161405       1.6688    0.0018483   -4.4409e-16       1.6688
_SET5_   10752         3     228279     452600    865      65  161405    -0.065633     0.066073    -3.747e-16    -0.065633
_SET5_   152330        3    2130550    3101145   4048     299  161405       3.0361   2.4556e-09   -4.4409e-16       3.0361
_SET5_   1951          3   48672396   48710348     34       4  161405       3.4661   1.5697e-05   -4.4409e-16       3.4661
_SET5_   6405          3   50182562   50228008     79      11  161405       1.0393     0.025449   -4.4409e-16       1.0393
_SET5_   7869          3   50295040   50316073     16       6  161405       3.1321   3.8116e-05   -4.4409e-16       3.1321
_SET5_   27086         3   71002365   71643140   1269     108  161405       5.8469   8.3912e-15             0       5.8469
_SET5_   6092          3   75945845   77700615   4972     220  161405      0.44614    0.0007227   -3.8858e-16      0.44614
_SET5_   2042          3   89146674   89532784    694      28  161405       -0.133     0.089558   -3.8858e-16       -0.133
_SET5_   5361          3  126697437  126757735    194      21  161405        1.613    0.0053449   -4.4409e-16        1.613
_SET5_   23043         3  170778792  171188197   1051     112  161405      -1.0081      0.28559   -4.4409e-16      -1.0081
_SET5_   1400          4    5820991    5904785    304      42  161405     -0.54824      0.29167   -3.3307e-16     -0.54824
_SET5_   7345          4   41248898   41271946     74      13  161405     -0.82814      0.47167   -3.3307e-16     -0.82814
_SET5_   2044          4   66183781   66546529   1280      59  161405       2.5383   2.5956e-06   -4.4409e-16       2.5383
_SET5_   658           4   95669128   96081101   1239      51  161405        1.106   0.00091236   -4.4409e-16        1.106
_SET5_   8633          4   96082155   96480361   1284     110  161405       0.9745    0.0025124   -3.3307e-16       0.9745
_SET5_   4208          5   88012558   88209922    332      26  161405       2.8223   3.8049e-05   -4.4409e-16       2.8223
_SET5_   1809          5  146768871  146899619    147      27  161405     -0.17761      0.20551   -3.8858e-16     -0.17761
_SET5_   57451         5  166396083  167692662   2929     220  161405      0.46606   0.00059591   -3.8858e-16      0.46606
_SET5_   114787        5  176021303  176054339     49      15  161405      -0.1075      0.20652    -3.747e-16      -0.1075
_SET5_   90249         5  176227560  176309399    149      33  161405      -2.1282      0.90222   -4.4409e-16      -2.1282
_SET5_   9856          6   24542832   24656383    394      43  161405       2.9344   2.0643e-05   -4.4409e-16       2.9344
_SET5_   57497         6   40357873   40565126    771      48  161405      0.55311     0.018507   -3.3307e-16      0.55311
_SET5_   5796          6  128288424  128851870    996      69  161405      0.58962      0.01474   -3.3307e-16      0.58962
_SET5_   6446          6  134488884  134649196    446      66  161405      0.23063     0.086127   -3.8858e-16      0.23063
_SET5_   4852          7   24313807   24332984     82      13  161405      0.12254      0.14947    -3.747e-16      0.12254
_SET5_   816           7   44255249   44375230    311      29  161405      -1.0337      0.46751   -4.4409e-16      -1.0337
_SET5_   107           7   45604125   45764215    448      49  161405      0.97236     0.015341   -3.3307e-16      0.97236
_SET5_   9863          7   77644874   79093121   5187     252  161405       1.8466   2.0899e-06   -4.4409e-16       1.8466
_SET5_   10512         7   80370354   80561695    422      53  161405     -0.31526      0.20712   -3.8858e-16     -0.31526
_SET5_   222950        7  100071550  100093925     40       7  161405       1.0289      0.03147   -4.4409e-16       1.0289
_SET5_   91584         7  131806591  132343447   1511     121  161405     -0.11084     0.030068    -3.747e-16     -0.11084
_SET5_   3792          7  142636701  142669503     90      12  161405      0.22112       0.1672   -3.8858e-16      0.22112
_SET5_   4741          8   24760712   24778107     24       9  161405      -1.1458      0.61008   -4.4409e-16      -1.1458
_SET5_   4747          8   24806968   24824383     66       7  161405      -1.4125      0.71275   -4.4409e-16      -1.4125
_SET5_   1808          8   26361709   26517193    605      29  161405       0.2992     0.047322   -3.8858e-16       0.2992
_SET5_   81551         8   27092314   27126382    103      14  161405      0.53645      0.07402   -3.3307e-16      0.53645
_SET5_   2185          8   27158999   27318408    422      24  161405       3.4238   1.6099e-06   -4.4409e-16       3.4238
_SET5_   7436          9    2611679    2655985    140      30  161405      0.53545       0.0623   -3.3307e-16      0.53545
_SET5_   5789          9    8312746   10622723   9837     446  161405       1.1413   3.9407e-05   -4.4409e-16       1.1413
_SET5_   8013          9  102574137  102630673     45       9  161405     0.034642      0.17556    -3.747e-16     0.034642
_SET5_   9355          9  126763889  126797072     87      10  161405     0.071451      0.16248    -3.747e-16     0.071451
_SET5_   6812          9  130364486  130456495     95      15  161405      0.85002     0.041292   -3.3307e-16      0.85002
_SET5_   84628         9  135027334  135119724    217      32  161405     -0.34556      0.23681   -3.8858e-16     -0.34556
_SET5_   2902          9  140023609  140064714     71      16  161405      0.89996     0.032654   -3.3307e-16      0.89996
_SET5_   26012         9  140340522  140363808     27      11  161405      -1.5197      0.72639   -4.4409e-16      -1.5197
_SET5_   288          10   61784556   62503284   2130      81  161405       2.2049     2.09e-07   -4.4409e-16       2.2049
_SET5_   9211         10   95507566   95559416    152      28  161405     -0.94816      0.48429   -3.3307e-16     -0.94816
_SET5_   9148         10  105243735  105353809    283      30  161405       1.7128     0.002472   -4.4409e-16       1.7128
_SET5_   57698        10  118641388  118896097    276      17  161405       1.3254    0.0096375   -4.4409e-16       1.3254
_SET5_   10570        10  133988564  134020780     95      12  161405       1.0506     0.024275   -4.4409e-16       1.0506
_SET5_   85442        10  134963971  135041416    308      26  161405     -0.63557      0.31206   -3.3307e-16     -0.63557
_SET5_   9024         11    1401129    1485419    359      33  161405       2.5498   0.00010512   -4.4409e-16       2.5498
_SET5_   57689        11   40134024   41491186   3504     172  161405     -0.37463    0.0095483   -3.8858e-16     -0.37463
_SET5_   349667       11   57217926   57245884     20       7  161405       1.2049     0.019584   -4.4409e-16       1.2049
_SET5_   6809         11   59512479   59574855    179       8  161405      0.29074      0.15492   -3.8858e-16      0.29074
_SET5_   6712         11   66448467   66506716     46      16  161405       2.2626   0.00074519   -4.4409e-16       2.2626
_SET5_   78999        11   66614558   66629446     15       6  161405       3.0063    6.375e-05   -4.4409e-16       3.0063
_SET5_   4135         11   75296459   75389479    171      18  161405       1.3842    0.0091301   -4.4409e-16       1.3842
_SET5_   4684         11  112821969  113150658    927      58  161405       2.6431   8.5145e-06   -4.4409e-16       2.6431
_SET5_   84623        11  126291888  126880766   1964     148  161405        1.691   1.6761e-05   -4.4409e-16        1.691
_SET5_   4908         12    5531280    5605965    203      33  161405      0.36874     0.079773   -3.8858e-16      0.36874
_SET5_   5800         12   15465191   15752765    594      49  161405       1.4965    0.0021909   -4.4409e-16       1.4965
_SET5_   23426        12   66739678   67473014   2120     139  161405      -2.0306      0.27771   -4.4409e-16      -2.0306
_SET5_   92558        12  120417648  120533799    209      17  161405     -0.14995      0.21743   -3.8858e-16     -0.14995
_SET5_   51761        13   25936209   26601489   2037     117  161405      -1.3768      0.11321   -4.4409e-16      -1.3768
