# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
2740         6   39006557   39058157    195      25  161405     -0.96912   -3.3307e-16     -0.96912
55776        6   39070340   39092865     63      15  161405       -1.798   -4.4409e-16       -1.798
8645         6   39155247   39207251    157      30  161405      -2.1882   -4.4409e-16      -2.1882
89822        6   39265277   39292237     95      16  161405     -0.33911   -3.8858e-16     -0.33911
83795        6   39280974   39300330    111      16  161405     -0.65119   -3.3307e-16     -0.65119
221458       6   39301376   39703181   1057      58  161405      0.40564   -3.8858e-16      0.40564
23500        6   39750159   39874153    391      47  161405      -1.8892   -4.4409e-16      -1.8892
4337         6   39870534   39912290    122      22  161405      -2.0317   -4.4409e-16      -2.0317
57497        6   40357873   40565126    771      48  161405      0.55311   -3.3307e-16      0.55311
222643       6   40993140   41016938     53       7  161405      0.28818   -3.8858e-16      0.28818
222642       6   41000237   41013576     31       3  161405      0.27365   -3.8858e-16      0.27365
10930        6   41010940   41034130     61       5  161405     -0.57119   -3.3307e-16     -0.57119
4800         6   41030707   41071646     71       8  161405      -1.1175   -4.4409e-16      -1.1175
221443       6   41033026   41050207     31       5  161405     -0.72109   -3.3307e-16     -0.72109
340205       6   41115498   41132087     11       4  161405     0.019977    -3.747e-16     0.019977
54209        6   41124744   41140924     10       5  161405      0.26034   -3.8858e-16      0.26034
79865        6   41156052   41178925     97      17  161405     -0.85301   -3.3307e-16     -0.85301
285852       6   41186062   41207620    132      10  161405      -1.1174   -4.4409e-16      -1.1174
54210        6   41241499   41264457     61      10  161405      -2.0562   -4.4409e-16      -2.0562
9436         6   41293528   41320125    132      19  161405      -2.1097   -4.4409e-16      -2.1097
116113       6   41504164   41571622    189      24  161405    -0.019991    -3.747e-16    -0.019991
4188         6   41596194   41623484    107      22  161405      -1.5838   -4.4409e-16      -1.5838
7942         6   41650216   41713997    181      29  161405      0.24225   -3.8858e-16      0.24225
5225         6   41702949   41725139     63      19  161405      0.45119   -3.8858e-16      0.45119
10817        6   41736414   41757643     48      11  161405       1.3157   -4.4409e-16       1.3157
29964        6   41738500   41756610     44      10  161405       1.2767   -4.4409e-16       1.2767
100188893    6   41745181   41759134     38       8  161405        1.387   -4.4409e-16        1.387
25862        6   41756134   41873099    204      22  161405       1.8448   -4.4409e-16       1.8448
9477         6   41871592   41898877     38      10  161405       1.6348   -4.4409e-16       1.6348
705          6   41878965   41902284     29       8  161405       1.4617   -4.4409e-16       1.4617
896          6   41901171   42026610    360      48  161405       0.7072   -3.3307e-16       0.7072
129685       6   42008251   42056593    180      32  161405     -0.57669   -3.3307e-16     -0.57669
647024       6   42067357   42120715    183      34  161405     -0.88177   -3.3307e-16     -0.88177
2978         6   42113144   42149294    147      26  161405      -2.1652   -4.4409e-16      -2.1652
2979         6   42149522   42172694    101       7  161405     -0.21214   -3.8858e-16     -0.21214
55173        6   42173039   42195633     80       7  161405    -0.088961    -3.747e-16    -0.088961
55809        6   42191169   42429943    540      44  161405      -1.5946   -4.4409e-16      -1.5946
23304        6   42521748   42662743    230      22  161405        1.218   -4.4409e-16        1.218
5961         6   42662833   42700692    113      12  161405      0.88492   -3.3307e-16      0.88492
6903         6   42710734   42723884     24       6  161405     -0.49682   -3.8858e-16     -0.49682
23506        6   42739790   42837796    142      16  161405      0.24013   -3.8858e-16      0.24013
285855       6   42837354   42859127     59       9  161405     -0.14446   -3.8858e-16     -0.14446
441150       6   42856503   42868554     36       5  161405      0.53861   -3.3307e-16      0.53861
171558       6   42873545   42895083     48       5  161405     -0.10582    -3.747e-16     -0.10582
10695        6   42886860   42913166     54      12  161405     -0.45629   -3.8858e-16     -0.45629
27232        6   42918500   42933118     55       6  161405     -0.76256   -3.3307e-16     -0.76256
5190         6   42930111   42956981     90      13  161405     -0.11996    -3.747e-16     -0.11996
5528         6   42942218   42981583    117      18  161405      0.48667   -3.8858e-16      0.48667
4201         6   42946582   42991947    119      16  161405      0.76401   -3.3307e-16      0.76401
116138       6   42971841   42990536     39       9  161405      0.95027   -3.3307e-16      0.95027
88745        6   42979385   42998837     36       7  161405       1.0706   -4.4409e-16       1.0706
9820         6   43003855   43031683     55      10  161405      0.61333   -3.3307e-16      0.61333
89953        6   43017372   43044333     60       8  161405       0.8559   -3.3307e-16       0.8559
51069        6   43020267   43038259     47       7  161405      0.85597   -3.3307e-16      0.85597
5754         6   43034006   43130958    204      27  161405       3.4573   -4.4409e-16       3.4573
6722         6   43128920   43150744     54       6  161405        4.671             0        4.671
23113        6   43139913   43193825     89      11  161405        5.151             0        5.151
10591        6   43191867   43207211     36       9  161405       3.5517   -4.4409e-16       3.5517
84630        6   43201222   43257497    124      17  161405       3.8731   -4.4409e-16       3.8731
10864        6   43255737   43274776     29       8  161405       3.6292   -4.4409e-16       3.6292
401262       6   43271711   43287005     20       5  161405       3.9103   -4.4409e-16       3.9103
24149        6   43302308   43347181     65      13  161405       3.7263   -4.4409e-16       3.7263
89845        6   43385282   43419663     76      13  161405       1.6337   -4.4409e-16       1.6337
65989        6   43416590   43433786     27       6  161405      0.73607   -3.3307e-16      0.73607
93643        6   43435261   43475794     82       8  161405       1.5161   -4.4409e-16       1.5161
221424       6   43473203   43488081     28       6  161405       1.8192   -4.4409e-16       1.8192
9533         6   43474777   43498614     36       6  161405       1.7206   -4.4409e-16       1.7206
25844        6   43478065   43494728     24       5  161405       1.6587   -4.4409e-16       1.6587
57510        6   43488568   43553812     88      11  161405       1.6918   -4.4409e-16       1.6918
5429         6   43533878   43589760     75      12  161405       1.8226   -4.4409e-16       1.8226
54676        6   43586718   43606977     25       7  161405      0.96936   -3.3307e-16      0.96936
9587         6   43587279   43610189     32       7  161405      0.98548   -3.3307e-16      0.98548
221421       6   43602767   43640435    100      12  161405        1.167   -4.4409e-16        1.167
55168        6   43637434   43665549     75      10  161405       1.0414   -4.4409e-16       1.0414
7422         6   43727946   43755724     75      18  161405       1.7984   -4.4409e-16       1.7984
221416       6   43958337   43975195     93      11  161405       1.0044   -4.4409e-16       1.0044
64928        6   44079872   44105191     73      11  161405       2.1962   -4.4409e-16       2.1962
55362        6   44084599   44124756    138      19  161405       1.2716   -4.4409e-16       1.2716
11131        6   44116548   44153639    132      26  161405      -1.1965   -4.4409e-16      -1.1965
2030         6   44177242   44203388     55      15  161405      0.13264   -3.8858e-16      0.13264
3326         6   44203903   44223125     70      14  161405      0.59607   -3.3307e-16      0.59607
347734       6   44220338   44235283     28      10  161405     0.037768    -3.747e-16     0.037768
4794         6   44224403   44243525     40       9  161405      -0.5428   -3.3307e-16      -0.5428
441151       6   44228480   44248682     52       9  161405    -0.087966    -3.747e-16    -0.087966
202500       6   44245748   44275458    108      11  161405      0.74622   -3.3307e-16      0.74622
57505        6   44264963   44291094     78      15  161405     -0.20929   -3.8858e-16     -0.20929
221409       6   44300383   44346404    114      14  161405      -1.6868   -4.4409e-16      -1.6868
988          6   44345251   44419661    131      18  161405      -2.1433   -4.4409e-16      -2.1433
8464         6   44792967   45355788   1669      29  161405      -2.1686   -4.4409e-16      -2.1686
860          6   45286054   45520319    544      45  161405      -2.2175   -4.4409e-16      -2.2175
53405        6   45864688   46058085    565      57  161405      0.38387   -3.8858e-16      0.38387
22875        6   46087701   46115936     76       8  161405       1.4722   -4.4409e-16       1.4722
59084        6   46125422   46148737     55       7  161405       1.2964   -4.4409e-16       1.2964
10231        6   46186967   46469804    555      34  161405     0.053104    -3.747e-16     0.053104
51302        6   46515817   46630567    278      21  161405       1.0981   -4.4409e-16       1.0981
9481         6   46610652   46647427     47       9  161405        2.466   -4.4409e-16        2.466
221400       6   46645612   46673556     24       8  161405       1.5122   -4.4409e-16       1.5122
7941         6   46670553   46713430     79      13  161405       1.5002   -4.4409e-16       1.5002
100287718    6   46704654   46728455     53       9  161405       1.4981   -4.4409e-16       1.4981
4224         6   46751094   46809019    128      13  161405      0.55836   -3.3307e-16      0.55836
221395       6   46818742   46932681    394      35  161405      0.38722   -3.8858e-16      0.38722
266977       6   46965616   47020082    118      23  161405     -0.98406   -3.3307e-16     -0.98406
27242        6   47197763   47287683    199      38  161405       -1.064   -4.4409e-16       -1.064
